CPU,Core1,Core2,Core3,Core4,Core5,Core6
0.498,0,0,0,2,0,0
0.167,0,0,0,1,0,0
0.333,0,0,0,2,0,0.99
0.5,0,0,0,2,0,0
0.333,0,0,0,3,0,0
0.333,0,0,0,2,0,0
0.333,0.99,0,0,1.98,0,0
0.333,0,0,0,1.01,0,0
0.333,0,0,0,1.98,0,0
0.5,0,0,0,3,0,0
0.499,0,0,0,1.01,0,0
0.498,0,0,0,1.98,0,0
0.333,0,0,0,2.97,0,0
0.167,0,0,0,1,0,0
0.333,0,0,0,2,0,0
0.333,0,0,0,2,0,0
0.499,0,0,0,1.98,0,0
0.499,0,0.99,0,2,0,0
0.333,0,0,0,2,0,0
0.333,0,1,0,1.01,0,0.99
0.667,1.961,0,0,2,0,0
0.333,0,0,0,2,0,0
0.499,0,0,0,2,0,0
0.333,0,0,0,1.98,0,0
0.333,0,0,0,1.01,0,0
0.167,0,0,0,2,0,0
0.333,0,0,0,2,0,0
0.333,0,0,0,2,0,0.99
0.664,0,0,0,1.98,0.99,0
0.167,0,0,0,2,0,0
0.333,0,0,0,1.98,0,0
0.333,0,0,0,2,0,0
0.499,0,0,0,2,0,0
0.167,0,0,0,1.01,0,0.99
0.664,0,0.99,0,2.97,0,0
0.167,0,0,0,2,0,0
0.334,0,0,0,1,0,0
0.499,0,0,0,2.97,0,0
0.333,0,0,0,2.02,0,0
0.334,0,0,0,2.97,0,0
0.333,0,0.99,0,0,0,0
0.333,0,0,0,2,0,0
0.333,0,0,0,2,0,0
0.167,0,0,0,1.98,0,0
0.499,0,0,0,2.02,0,0
0.334,0,0,0,2.97,0,0.99
0.499,0,0,0,1.01,0,0
0.333,0,0,0,2.97,0,0
0.333,0,0,0,1.01,0,0
0.167,0,0,0,0.99,0,0
0.333,0,0,0,2,0,0
0.333,0,0,0,1.01,0,0
0.333,0,0,0,1.98,0,0
0.499,0,0.99,0,2,0,0
0.5,0,0,0,2.02,0,0
0.333,0,0,0,2.941,0,0
0.333,0,0,0,1.01,0,0
0.167,0,0,0,1.01,0,0
0.333,0,0,0,1.98,0,0
0.333,0,0,0,1.01,0.99,0
0.333,0,0,0,2,0,0
0.334,0,0,0,2.97,0,0
0.167,0,0,0,1,0,0
0.5,0,0,0,2,1,0
0.5,0,0,0,3,0,0
0.5,0,0,0,2,0,0
0.167,0,0,0,2,0,0
0.664,0,0.99,0,2,0,0
0.333,0,0,0,2,0,1
0.333,0,0,0,1,0,0
0.333,0,0,0,2,0,0
0.333,0,0,0,1,0,0
0.334,0,0,0,3,0,0
0.333,0,0,0,1,0,0.99
0.333,0,0,0,2,0,0
0.167,0,0,0,2,0,0
0.334,0,0,0,2.97,0,0
0.333,0,0,0,1.01,0,0
0.333,0,0,0,2.941,0,0
0.334,0,0,0,2.02,0,0
0.666,1,0.99,0,1,1.961,0
0.499,0,0,0,3,0,0
0.5,0,0.99,0,2.97,0,0.99
0.333,0,0,0,1.01,0,0
0.333,0,0,0,1.01,0,0
0.333,0,0,0,2.941,0,0
0.333,0,0,0,0,0,0
0.167,0,0,0,1.98,0,0
0.333,0.99,0,0,2.97,0,0
0.499,0,0,0,1.02,0,0
0.333,0,0,0,2.97,0,0
0.5,0,0,0,2,0,0
0.499,0,0,0,2.97,0,0
0.333,0,0,0,1,0,0
0.5,0,0,0,2,0.99,0
0.334,0,0,0,2.97,0,1
0.498,0,0,0,1.01,0,0
1.333,0,0,0,5,2.97,0
0.671,0,0,0,2,2.041,0
1.002,0,0,0,3,2.02,0
1.495,0,0,0,1,5.882,2.941
1.163,0.99,0,0,2,3,1
1.169,0,0,0.99,1.01,4.04,1.01
1.169,1.01,0,0,1,3.03,0
0.836,1,0,0,2,3,0
1.003,0,0,0,2,4.04,0
1.5,1.98,0,0,3.03,4.95,0
5.565,4,3.03,1,4.95,21.649,0
10.152,6,8.081,6.122,6.122,24.49,8.333
0.167,0,0,0,2.941,0,0
0.664,0,0,0,2.02,0,0.99
0.666,0,0,0,3,0,0
0.666,0,0,0,1.01,1,0
0.334,0,0,0.99,2.97,0,0
0.501,0,0,0,2.02,0,0
0.663,0,0,0,1.98,0.99,1.961
0.664,0,0,0,2,0,0
0.5,0.99,0,0,2,0,0
0.5,0,0.99,0,2.97,0,0
0.498,0.99,0,0,1.01,0,0
0.828,1,0,0,3.922,0,0.99
0.501,0.99,0,0,2.02,0,0.99
0.667,0,0,0,3.922,0,0
0.667,0,1,0,3.03,0,0
0.667,1,0,0.99,2,0,0
0.664,0,0,0,2,0.99,0.99
0.664,0.99,0,0,1.98,0,0
0.498,0,0,0.99,2,0,0.99
0.497,0.99,0,0,1.98,0,0
0.5,0,1,0,2.02,0,0
0.666,0,0,0,1.98,0,0
0.666,0,1,0,3,0,0
0.5,0,1,0,1.98,0,0
0.664,0,0,0,2,0,0.99
0.662,0,1,0.99,1.98,0,1
0.5,0,0,0,2,0,0
0.832,1,1.98,0,2,0.99,0
0.5,0,1.98,0,2.941,0,1
0.662,0,0,0,2,0,0
1,0,0,0,4.95,0,0
0.334,0,0,0,1.01,1,0
0.5,0,0,0,2,0,1.961
0.499,0,0,0,2,0,1
0.333,0,0,0,1,0,0
0.333,0,0,0.99,1.98,0,0
0.499,0,0,0,1.01,1,0
0.334,0,0,0,2.97,0,0.99
0.666,0,0,0,2,0,0
0.499,0,0,0.99,2,1.98,0
0.334,0,0,0,1,0,0
0.5,0,0,0,2,0,0.99
0.333,0.98,0,0,0,1,0
0.828,0,0,1,0.99,3.922,0
0.666,1,0,0,0,2.97,0
0.667,0,0,0,0.99,2.02,0
0.333,0,0,0,0,2,0
0.498,0.99,0,0.99,0,1.98,0
0.662,0,0,0,0,2,0
0.167,0,0,0,0,1,0.99
0.5,0,0,0,0,2.02,0.99
0.499,0,0,0,0,2,1
0.667,0,0,0,0,2.97,0
0.501,0.99,0,0,0,3,0
0.333,0,0,0,0,1,1
0.828,0.99,1.961,0.99,0,1.01,0.99
0.499,0,0,0,0,2.97,0
0.501,0,0,0,0,2,0
0.5,0,0,0,0,1.98,1
0.334,0,0,0,0,2.02,0
0.829,0,0,0.99,0,2,0
0.497,0,0.99,0,0,1.98,0
0.501,0,0,0,0,2,2
0.501,0.99,0,0,0,2,1
0.667,0,0.99,0.99,0,2,1
0.499,0,0,0,0,2,0
0.5,0,0,0,0,2,1
0.5,0,0,0,0.99,1.98,0.99
0.334,0,0,0,0,1.01,0
0.334,0,0,0,0,2,1.98
0.667,0,0,0,0,2.02,0
0.334,0,0,0,0,2,0
0.501,0,0,0,0,2,0
0.666,1,0,0,0,2.97,0
0.833,0,0,0,0.99,4,1.98
0.334,0,0,0,0,1.01,0.99
0.499,0,0,0,0,2,0
0.334,0,0,0.99,0,2,0
0.5,0,0,0,0,2,0
0.334,0,0,0,0,2,0.99
0.832,0,0,0,0,3.96,1
0.167,0,0,0,0,1.01,0
0.5,0,0,0,0,2,1
0.831,0,0,0,0,2,0.99
0.667,0,0.99,0,0,3.922,0
0.333,0,0,0,0,1.01,1
0.5,0,0,0,0,2,0
0.667,0,0,0,0,2.97,1
0.334,0,0,0,0,1.01,1
0.333,1,0,0,0,2,0
0.667,0,1,0,0,1,1.98
0.333,0,0,0,0,2,0
0.333,0,0.99,0,0,1,0.99
0.167,0,0,0,0,0,1
0.831,0,0,0,0,2.97,1
0.167,0,0,0,0,1,0
0.666,0,0,0,0,1.01,1
0.668,0.99,0,0,0,4.95,0
0.666,0.99,0,1,0,2,1.98
0.5,0,0,0,0,1.01,0
0.499,0,0.99,0,0,1.98,0
0.334,0,0,0,0,2,1
0.5,0,0,0,0,2,0.99
0.334,0,0,0,0,2.02,0
0.668,0,0,0,0.99,2.97,0
0.333,0,0,0,0,1.98,1
0.5,0,0,0,0,1.01,0
0.167,0,0,0,0,2,0
0.832,0,0,0.99,0,3.03,0.99
0.167,0,0,0,0,2.97,0
0.666,0,0,0,0,2,0
0.5,0,0,0,0,2,1
0.499,0,1,0,0,1.98,0.99
0.499,0,0.99,0,0,2,0
0.5,0,0,0,0,1,0
0.333,0,0,0,0,2.02,0
0.5,0,0,0,0,2.97,0
0.5,0,0,0.99,0,1.98,0.99
0.334,0,0,0.99,0,1.01,0
0.333,0,0,0,0,2,0
0.5,0,0.99,0,0,1.01,0.99
0.334,0,0,0,0,1.98,1
0.664,0,0,0.99,0,2.02,0
0.668,0,1,0,0,3,0.99
0.333,0,0,0,0,1.98,0
0.666,0,0,0,0,2,1
0.334,0,0,0,0,2,0
0.5,0,0,0,0,2,0.99
0.666,0,0.99,0,0,2,0
0.334,0,0,0,0,2,1
0.833,0,0,0,0,4.95,0.99
0.664,0,0.99,0.99,0,2,0
0.333,0,0,0,0,1.01,0
0.667,0,0,0,0,3,0
0.501,0,0,0,0,2.97,1
0.499,0,0,0,0,1.98,0.99
0.333,0,0,0,0,1.01,0
0.5,0,0,0,0,2.97,1
0.334,0,0,0,0,2,0
0.666,0,0,0.99,0,2.02,1
0.501,0,0,0,0,2,0
0.5,0,0,0,0,2,0
0.166,0,0.99,0,0,0,0
0.334,0,0,0,0,2,1.98
0.499,0,0,0,0,2,0
0.5,0,0,0,0,1.98,1
0.333,1,0,0,0,1.01,0
0.5,0,0,0,0,2,1.98
0.333,0,0,0,0.99,1.98,0
0.499,0,0,0,0,2,0.99
0.667,0,0,0,0.99,1.01,1
0.664,0,0,0,0,1.98,0
0.667,0.99,0,0,0,2,0
0.333,0,0,0,1.961,1.01,0
0.499,0,0,0,0,1.98,0
0.501,0,0,0,0,3,0
0.334,0,0,0,0.99,2,0
0.666,0,0,0.99,0,2,0
0.501,0,0,0,1,3,0
0.832,1,0,0,1,2,0.99
0.167,0,0,0,1,2,0
0.499,0,0,0,0,1.01,0
0.501,0,0,0,0,1.98,0
0.5,0,0,0.99,0,2,0
0.501,0,1,0,1,2,0
0.666,0.99,0,0,1.01,1.01,0
0.5,0,0,0,0.99,2.97,0.99
0.666,1,0,0,1,1.01,0
0.835,0,0,0,0,3,0
0.499,0,0,0,0,2.97,0
0.334,0,1,0,1.961,2,0
0.5,0,0,0,1,2,0
0.334,0,0,0,0,2,0.99
0.832,0,0,0,0,3,0
0.333,0,0,0,1,1.01,0
0.334,0,0,0,0,1.98,0
0.5,0,0,0,1.98,2,0
0.333,0,0,0,0,1,0
0.333,0,0,0,0,2,0
0.666,0,0.99,0,1,1.98,0.99
0.333,0,0,0,0.99,1.01,0
0.334,0,0,0,0,2.97,0
0.5,0,0,0,0,1.01,0
0.334,0,0,0,1,2,0
0.832,0,0,0.99,0.99,2,0
0.333,0,0,0,0,2.97,0
0.333,0,0,0,0,1.98,0
0.666,0.99,0.99,0,1,2,0
0.334,0,0,0,0,0,0.99
0.5,0,0,0,2,1.98,0
0.167,0,0,0,0,2,0
0.5,0.99,0,0,0.99,1.01,0
0.333,0,0,0,0,1.98,0
0.5,0,0,0,0,2.97,0
0.501,0,0,0,0,1.01,0.99
0.499,0,0,0,1,1,0
0.167,0,0,0,0,1.98,0
0.334,0,0,0,1,1.01,0
0.499,0,0,0,0,2,0
0.333,0,0,0,0,2,0
0.5,0,0,0,0.99,2.941,0
0.5,0,0,0,0,1.02,0
0.499,0,0,0,0.99,1.98,0.99
0.334,0,0,0,0,1.01,0
0.333,0,0,0,0,2.97,0
0.333,0,0,0,0,1,0
0.664,0.99,0,0,1,2.97,0
0.334,0,0,0,0,1,0
0.499,0,0,0.99,1,2,0
0.5,0,0,0,0,2.02,0.99
0.668,0.99,0,0,1.01,1.98,0
0.668,0,1.98,0,0,3.03,0
0.666,0,0,0.99,0,2,0
0.664,0,0.99,0,0,2,0
0.167,0,1,0,0,1,0
0.666,0,1,0.99,0,2,0.99
0.499,0,0,0,0,2,0
0.167,0,0,0,0,1.98,0
0.334,0,1,0,0,1.01,0
0.498,0,0,0,0,2,0
0.167,0.99,0,0,0,1,0
0.5,0,0,0,0,2,0.99
0.664,0,0,1,0,2.97,0
0.5,0,0,1,0,2,0
0.502,0,1,0,0,3,0
0.666,0,0,0,0,2,0
0.334,0,0,1.961,0,2,0
0.666,0,1,0,0,2,0
0.666,0.99,0,0,0,3,0
0.667,0,0,1,0,2,0
0.5,1,0,0.99,0,2,0
0.333,0,0,0,0,1.01,0.99
0.501,0.99,0,0,0,2.97,0
0.333,0,0,0,0,1.01,0
0.664,0.99,0,0,0,2.97,0
0.167,0,0,1,0,1,0
0.334,0,0,0,0,2,0
0.499,0,0,0,0,2,0.99
0.501,0,0,1,0,2,0
0.5,0,0.99,0.99,0,1.01,0
0.499,0,0,1,0,2,0
0.668,0,0,1,0,2,0
0.334,0.99,0,0,0,2,0
0.501,0,0,0,0,2,0
0.666,0,0,0.99,0,3,0
0.333,0,0,0,0,1.01,0
0.5,0,0,0,0,1.98,0
0.333,0,0,1.98,0,0.99,0
0.333,0,0,1,0,2,0
0.333,0,0,0,0,1,0
0.501,0,0,0,0,2.02,0
0.333,0,0,0.99,0,1.98,0
0.666,0,0,0,0,2,0.99
0.5,0,0,1,0,2.97,0
0.667,1.98,0,0.99,0.99,1.01,0
0.333,0,0,0,0,2.97,0
0.667,0,0,1,0,1.01,0
0.5,0,0.99,0,0.99,2.97,0
0.499,0,0,0.99,0,2,0
0.333,0,0,0,0,2,0
0.662,0,0,0.99,0,1,0
0.498,0,0,0,0,1.98,0.99
0.334,0,0,0,0,2.97,0
0.5,0,0.99,0,0,1.01,0
0.333,0,0,0.99,0,2.97,0
0.501,0,0,0,0,1.02,0
0.499,0,0,0.99,0.99,1.98,0.99
0.498,0,0,1,0,1.01,0
0.333,0,0,0,0,1.98,0
0.833,0,0,1,0,3,0
0.668,0,0,0,1.01,3,1
0.666,0,0,0,0,2.02,0
0.501,0,0,0,0,3.96,0
0.333,0,0,0,0,1.01,0
0.333,0,0,0,0.99,2,1
0.661,0,0,0,0,1,0.98
0.334,0,0,0,0,2.941,0
0.667,0,0.99,0,0,2.02,0.99
0.664,0,0,0,0.99,2.97,0
0.498,0,0,0,0.99,2,0.99
0.498,0,0,0,0,1.98,0.99
0.662,0,0,0,0.99,1.01,0.99
0.333,0,0,0,0,1.98,0
0.664,0,1,0,0,2,0
0.334,1,0,0,0,1,0
0.334,0,0,0,0,2.02,0
0.664,0,0,0,0.99,1.98,1.98
0.497,0,0,0,0,2,0
0.5,0.99,0,0,0,1.98,0
0.5,0,0,0,0.99,1.01,1.98
0.663,0.99,0,0,0,1,0
0.499,0,0,0,0.99,3.96,0
0.5,0.99,0,0,0,1.01,0.99
0.5,0,0.99,0,0,2.97,0
0.667,0,0,0,0,2.02,1.98
0.5,0,0,0,0,2,0
0.333,0,0,0,0,1,0
0.498,0,0,0,0.99,2.97,0
0.666,0,0,0,0,1.01,0
0.334,1,1,0,0.99,2.941,1
0.5,0,0,0,0,0,0.99
0.666,0,0,0,0,2.97,1.98
0.498,0,0.98,0,0.99,1,0
0.497,0,0,0.98,0.99,0.99,0
0.332,0.99,0,0,0,0.99,0.99
0.498,0.99,0,0,0,2,0
0.334,0,0,0,0,1.01,0.99
0.499,0.99,0,0,0,1.98,0
0.661,0,0,0,0.99,1,0
0.497,0,0.99,0,0.99,1.98,0.99
0.5,0.99,0,0,0,2,1
0.499,0,0,0,0,1.01,0
0.334,0,0,0,0,1.98,0.99
0.334,0,0,0,0,2,0
0.5,0,0,0.99,0,1.01,1
0.334,0,0,0,0,2,0.99
0.667,0,0,0,0,3,0
0.333,0.99,0,0,0,2,0
0.334,0,0,0,0.99,1.01,0
0.666,0,0,0,0,2,1
0.499,0,0,0,0,1.98,1.961
0.334,0,0,0,0,2,0
0.499,0,0,0,0,1.98,0
0.334,0,0,0,0,2.02,0
0.5,0,0,0,0,1,1
0.334,0,0,0,0,2.97,0
0.5,0,0,0,0,1.01,0.99
0.664,0,0,0,0,2,0
0.501,0,0,0,0,2.97,1
0.668,0.99,0,0,0,3.03,1
0.998,0,0,0,0.99,3.96,1
0.334,0,0,0,0,1.01,0
0.5,0,0,0,0,2.97,1
0.666,0.99,0,0,0,1.01,0
0.501,0,0,0,0,2.97,1
0.333,0,0,0,0,1.01,0.99
0.333,0,0,0,0,1,0
0.5,0,0,0,0,2.97,0
0.5,0,0,0,0,1.01,0.99
0.334,0,0,0,0,2,0
0.5,0,0,0,0,2,1.98
0.5,0,0.99,0,0.99,2,0
0.499,0,0,0,0,2,0
0.501,0,0,0,0,2,1
0.668,0.99,1,0,0,3.96,0.99
0.499,0,0,0,0,1.01,1
0.5,0,0,0,0,2,0
0.167,0,0,0,0,2.97,0
0.499,0,0,0,0,1.01,1
0.833,0,0,0,0,3.96,0
0.5,0,0,0,0,2,0.99
0.334,0,0,0,0.99,1.01,1
0.499,0,0,0,0,2,0.99
0.666,0,0.99,0,0,3,0
0.334,0,0,0,0,2,0
0.167,0,0,0,0,0.99,1
0.666,0,0,0,0,1.01,1
0.334,0,0,0,0,2,0
0.668,0.99,0,0,0,3,1
0.664,0,0,0,0.99,1,0
0.167,0,0,0,0,2.97,0
0.499,0,0,0,0,1,0
0.499,0,0,0,0,1.01,1
0.501,0,1,0.99,0,2.97,0
0.499,0,0,0,0,2,0
0.667,1.98,0,0,0,2,1
0.334,0,0,0,0,2,0.99
0.5,0,0,0,0.99,2,0
0.666,0,0,0,0,2.97,0.99
0.666,0,0,0.99,0,1.01,1
0.667,0,0,0,0,4,0
0.334,0,0,0,0,2.97,1
0.666,0,0,0,0.99,1.01,0
0.334,0,0.99,0,0,2,1
0.664,0,0,0,0,2,0.99
0.334,0,0,0.99,0,2,0
0.5,0,0,0,0,2,0
0.499,0.99,0,0,0,2.97,0
0.333,0,0,0,0.99,1,0
0.668,0.99,0,0,0,3,0.99
0.499,0,0.99,0,0,2,1
0.334,0,0,0,0,1.98,0
0.333,0,0,0,0,2,0
0.5,0,0,0,0,3,0
0.5,0,0,0,0,1.01,1
0.334,0,0,0,0,1.98,0
0.499,0,0,0,0,2,1
0.5,0,0,0.99,0,1.01,0
0.167,0,0,0,0,1,0
0.666,0,0,0,0,2.97,1.98
0.667,0,0,1,0,2,1.98
2,0.99,0,0.99,5,4.04,0
1.169,0,0.99,0,0,3.061,0.99
0.666,0,0,0,0,3.96,0
0.334,0,0,0,0,2.02,0
0.5,0.99,0,0,0,2.97,0
0.829,0,0,0,0,2.02,0
0.334,0,0,0,0,2.97,0
0.666,0,0.99,0.99,0,2,0
0.167,0,0,0,0,1.02,0
0.5,0,0,0,0,3.96,0
0.334,0,0,0,0,1.01,0
0.666,0,0,0.99,0.99,3,0
0.334,0,0,0,0,2,0
0.664,0,0.99,0,0,2,0
0.668,0,0,0,0,5,0
0.166,0,0,0,0,0.99,0
0.334,0,0,0,0,1.02,0
0.5,0.99,0.99,0,0,2.97,0
0.499,0,0,0,0,1.02,0
0.667,0,0,0,1,3.96,0
0.664,0,0,0,0,1.98,0.99
0.498,0,0,0,0.99,2,0
0.334,0,0,0,0,2,0
0.5,0,0,0,0,1.01,0.99
0.664,0,0,0,0.99,3.922,0
0.499,0,0.99,0,0,1.01,0.99
0.668,0,0,0,0,3.061,0
0.333,0,0,0,0,1.98,0
0.334,0,0,0,0,2,1
0.499,0,0.99,0,0,1,0
0.333,0,0,0,0,2,1
0.334,0,0,0,0,2,0
0.501,0,0,0,0.99,2,1
0.335,0,0,0,0,2.02,0
0.334,0,0,0,0,2,0
0.5,1,0,0,0,2.97,0
0.666,0,0,0,0,1,0.99
0.666,0,0,0,0,2.97,0
0.334,1,0,0,0,1.01,0
0.333,0,0,0,0,2,0
0.5,1,0.99,0,0,1,0
